date,team_a,team_b,elo_diff,elo_a,elo_b,form_win_a,form_draw_a,form_gf_a,form_ga_a,form_win_b,form_draw_b,form_gf_b,form_ga_b,h2h_win_rate,h2h_draw_rate,h2h_games,stage_importance,neutral,outcome
2000-04-08,Tanzania,Ghana,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,0
2000-04-08,Seychelles,Namibia,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,1
2000-04-08,São Tomé and Príncipe,Sierra Leone,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,2
2000-04-08,Malawi,Kenya,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,2
2000-04-08,Madagascar,Gabon,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,2
2000-04-08,Guinea-Bissau,Togo,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,1
2000-04-08,Botswana,Zambia,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,0
2000-04-08,Central African Republic,Zimbabwe,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,0
2000-04-09,Lesotho,South Africa,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,0
2000-04-09,Egypt,Mauritius,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,2
2000-04-09,Eswatini,Angola,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,0
2000-04-09,Sudan,Mozambique,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,2
2000-04-09,Rwanda,Ivory Coast,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,1
2000-04-09,Libya,Mali,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,2
2000-04-09,Gambia,Morocco,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,0
2000-04-09,Ethiopia,Burkina Faso,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,2
2000-04-09,Eritrea,Nigeria,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,1
2000-04-09,Equatorial Guinea,Congo,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,0
2000-04-09,Chad,Liberia,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,0
2000-04-09,Cape Verde,Algeria,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,1
2000-04-09,Benin,Senegal,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,1
2000-04-16,Suriname,Cuba,-43.85860102355491,1486.0706994882225,1529.9293005117775,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.0,0.0,0.0,1,1,0,1
2000-04-16,Saint Vincent and the Grenadines,Saint Kitts and Nevis,0.0,1530.5304984710244,1530.5304984710244,1.0,0.0,7.0,0.5,1.0,0.0,7.0,0.0,0.5,0.2,0,1,0,2
2000-04-16,Nicaragua,Honduras,-31.229785076308644,1468.736306793522,1499.9660918698307,0.0,0.0,0.0,2.5,0.5,0.0,1.5,0.5,0.0,0.0,1,1,0,0
2000-04-16,Barbados,Aruba,33.334156243458665,1531.9323273572415,1498.5981711137829,0.6666666666666666,0.3333333333333333,2.6666666666666665,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.3333333333333335,2.3333333333333335,1.0,0.0,1,1,0,2
2000-04-16,Belize,El Salvador,-63.229785076308644,1468.736306793522,1531.9660918698307,0.0,0.0,0.5,3.5,1.0,0.0,3.0,0.0,0.0,0.0,1,1,0,0
2000-04-16,Bahamas,Haiti,-32.0,1514.5304984710244,1546.5304984710244,0.6666666666666666,0.0,1.6666666666666667,3.6666666666666665,1.0,0.0,5.333333333333333,0.3333333333333333,0.0,0.0,1,1,0,0
2000-04-16,Antigua and Barbuda,Bermuda,-30.53049847102443,1500.0,1530.5304984710244,0.45,0.22,1.2,1.3,1.0,0.0,7.0,0.5,0.5,0.2,0,1,0,1
2000-04-16,Dominican Republic,Trinidad and Tobago,-17.47261358704418,1513.7941916775023,1531.2668052645465,0.6666666666666666,0.0,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,3.0,0.3333333333333333,0.0,0.0,1,1,0,0
2000-04-19,Cameroon,Somalia,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,2
2000-04-21,Algeria,Cape Verde,0.0,1500.0,1500.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,2
2000-04-22,Zambia,Botswana,32.0,1516.0,1484.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,2
2000-04-22,Tunisia,Mauritania,32.0,1516.0,1484.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1,1,0,2
2000-04-22,Saint Kitts and Nevis,Saint Vincent and the Grenadines,-32.0,1514.5304984710244,1546.5304984710244,0.6666666666666666,0.0,4.666666666666667,0.3333333333333333,1.0,0.0,5.0,0.3333333333333333,0.0,0.0,1,1,0,0
2000-04-22,South Africa,Lesotho,32.0,1516.0,1484.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1,1,0,2
2000-04-22,Sierra Leone,São Tomé and Príncipe,-32.0,1484.0,1516.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1,1,0,2
2000-04-22,Namibia,Seychelles,0.0,1500.0,1500.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1,0,2
2000-04-22,Morocco,Gambia,32.0,1516.0,1484.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,2
2000-04-22,Kenya,Malawi,-32.0,1484.0,1516.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1,1,0,1
2000-04-22,Gabon,Madagascar,-32.0,1484.0,1516.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1,1,0,2
2000-04-22,Nigeria,Eritrea,0.0,1500.0,1500.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,2
2000-04-23,Ivory Coast,Rwanda,0.0,1500.0,1500.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1,1,0,2
2000-04-23,Togo,Guinea-Bissau,0.0,1500.0,1500.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,2
2000-04-23,Senegal,Benin,0.0,1500.0,1500.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1,0,2
2000-04-23,Zimbabwe,Central African Republic,32.0,1516.0,1484.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,2
2000-04-23,Mozambique,Sudan,-32.0,1484.0,1516.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,0,2
2000-04-23,Mali,Libya,-32.0,1484.0,1516.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1,1,0,2
2000-04-23,Liberia,Chad,32.0,1516.0,1484.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1
2000-04-23,Guinea,Uganda,0.0,1500.0,1500.0,0.0,1.0,4.0,4.0,0.0,1.0,4.0,4.0,0.0,1.0,1,1,0,2
2000-04-23,Burkina Faso,Ethiopia,-32.0,1484.0,1516.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1,1,0,2
2000-04-23,Egypt,Mauritius,32.0,1516.0,1484.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1,1,0,2
2000-04-23,DR Congo,Djibouti,0.0,1500.0,1500.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1,0,2
2000-04-23,Congo,Equatorial Guinea,32.0,1516.0,1484.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1,1,0,2
2000-04-23,Cameroon,Somalia,32.0,1516.0,1484.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1,1,0,2
2000-04-23,Bermuda,Antigua and Barbuda,27.72575117421252,1529.1281248226185,1501.402373648406,0.6666666666666666,0.3333333333333333,4.666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,1
2000-04-23,Angola,Eswatini,32.0,1516.0,1484.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,2
2000-04-23,Ghana,Tanzania,32.0,1516.0,1484.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,2
2000-04-26,Venezuela,Argentina,-32.0,1484.0,1516.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,0.5,0.2,0,1,0,0
2000-04-26,Paraguay,Uruguay,-32.0,1484.0,1516.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.5,0.2,0,1,0,2
2000-04-26,Bolivia,Colombia,-16.0,1484.0,1500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.2,0,1,0,1
2000-04-26,Brazil,Ecuador,-16.0,1500.0,1516.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.5,0.2,0,1,0,2
2000-04-26,Chile,Peru,-32.0,1484.0,1516.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,0.5,0.2,0,1,0,1
2000-05-07,Honduras,Panama,-16.765833380401546,1514.5317679562456,1531.2976013366472,0.6666666666666666,0.0,1.3333333333333333,0.3333333333333333,1.0,0.0,1.5,0.0,0.0,0.0,1,1,0,2
2000-05-07,Trinidad and Tobago,Haiti,-14.598157611504575,1546.4628393305443,1561.0609969420489,0.75,0.25,2.5,0.25,1.0,0.0,5.0,0.25,0.5,0.2,0,1,0,2
2000-05-07,Cuba,Barbados,-18.48172783100358,1527.920197875112,1546.4019257061157,0.5,0.5,1.25,0.0,0.75,0.25,3.0,1.25,0.5,0.2,0,1,0,1
2000-05-07,Antigua and Barbuda,Saint Vincent and the Grenadines,-58.384508733050325,1502.6764882089985,1561.0609969420489,0.0,1.0,0.5,0.5,1.0,0.0,4.25,0.5,0.5,0.2,0,1,0,2
2000-05-07,El Salvador,Guatemala,45.78837810460914,1545.0859794412563,1499.2976013366472,1.0,0.0,3.0,0.3333333333333333,0.5,0.0,1.0,1.0,1.0,0.0,1,1,0,1
2000-05-19,Guatemala,Belize,45.777691154504964,1501.3941103766015,1455.6164192220965,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,0.6666666666666666,3.3333333333333335,1.0,0.0,1,1,1,1
2000-05-19,Haiti,Trinidad and Tobago,-18.745591725940812,1544.3891222733262,1563.134713999267,0.8,0.0,4.2,0.8,0.8,0.2,2.6,0.4,0.0,0.0,1,1,0,1
2000-05-21,Saint Vincent and the Grenadines,Antigua and Barbuda,21.057148736594854,1542.3973169438211,1521.3401682072263,0.8,0.0,3.6,0.8,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,1,1,0,2
2000-05-21,Barbados,Cuba,16.781101561789228,1545.5516125715085,1528.7705110097193,0.6,0.4,2.6,1.2,0.4,0.6,1.2,0.2,0.0,1.0,1,1,0,1
2000-05-21,Panama,Nicaragua,60.355474221218856,1514.526104928326,1454.1706307071072,0.6666666666666666,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1,1,0,2
2000-06-03,Uruguay,Chile,13.06099694204886,1498.5304984710244,1485.4695015289756,0.5,0.0,0.5,0.5,0.0,0.5,1.0,2.5,0.5,0.2,0,1,0,2
2000-06-03,Paraguay,Ecuador,2.20580832249766,1501.4695015289756,1499.263693206478,0.5,0.0,0.5,1.0,0.5,0.0,2.0,1.5,0.5,0.2,0,1,0,2
2000-06-03,Honduras,Haiti,-13.948287613719913,1531.3032643645668,1545.2515519782867,0.75,0.0,1.75,0.5,0.6666666666666666,0.16666666666666666,3.6666666666666665,0.8333333333333334,0.5,0.2,0,1,0,2
2000-06-04,Peru,Brazil,-2.20580832249766,1514.5304984710244,1516.736306793522,0.5,0.5,1.5,0.5,0.5,0.5,1.5,1.0,0.5,0.2,0,1,0,0
2000-06-04,Cuba,Canada,29.542708907504903,1529.542708907505,1500.0,0.3333333333333333,0.6666666666666666,1.1666666666666667,0.3333333333333333,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,0
2000-06-04,Colombia,Venezuela,29.79419167750234,1499.263693206478,1469.4695015289756,0.0,1.0,0.5,0.5,0.0,0.0,0.0,3.0,0.5,0.2,0,1,0,2
2000-06-04,Argentina,Bolivia,45.79419167750234,1530.5304984710244,1484.736306793522,1.0,0.0,4.0,0.5,0.0,0.5,0.5,1.0,0.5,0.2,0,1,0,2
2000-06-10,Belgium,Sweden,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,2,0,2
2000-06-11,Turkey,Italy,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,2,1,0
2000-06-11,Netherlands,Czech Republic,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,2,0,2
2000-06-11,France,Denmark,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,2,1,2
2000-06-11,Canada,Cuba,5.171736269365965,1517.3572225884354,1512.1854863190695,1.0,0.0,1.0,0.0,0.2857142857142857,0.5714285714285714,1.0,0.42857142857142855,1.0,0.0,1,1,0,1
2000-06-11,Antigua and Barbuda,Guatemala,7.010615105483112,1506.3087001463923,1499.2980850409092,0.25,0.5,0.75,1.5,0.25,0.5,0.75,0.75,0.5,0.2,0,1,0,0
2000-06-12,Germany,Romania,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,2,1,1
2000-06-12,Portugal,England,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,2,1,2
2000-06-13,Serbia,Slovenia,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,2,1,1
2000-06-13,Spain,Norway,0.0,1500.0,1500.0,0.45,0.22,1.2,1.3,0.45,0.22,1.2,1.3,0.5,0.2,0,2,1,0
2000-06-14,Belgium,Italy,0.0,1516.0,1516.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.5,0.2,0,2,0,0
2000-06-15,Sweden,Turkey,0.0,1484.0,1484.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.5,0.2,0,2,1,1
2000-06-16,Czech Republic,France,-32.0,1484.0,1516.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.5,0.2,0,2,1,0
2000-06-16,Algeria,Senegal,0.0,1516.0,1516.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.2,0,1,0,1
2000-06-16,Netherlands,Denmark,32.0,1516.0,1484.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5,0.2,0,2,0,2
2000-06-17,Nigeria,Sierra Leone,14.53049847102443,1516.0,1501.4695015289756,0.5,0.5,2.0,0.0,0.5,0.0,2.0,1.0,0.5,0.2,0,1,0,2
2000-06-17,Namibia,Morocco,-14.53049847102443,1516.0,1530.5304984710244,0.5,0.5,2.0,0.5,1.0,0.0,1.5,0.0,0.5,0.2,0,1,0,1
2000-06-17,Malawi,Burkina Faso,13.06099694204886,1514.5304984710244,1501.4695015289756,0.5,0.5,1.0,0.0,0.5,0.0,2.0,1.0,0.5,0.2,0,1,0,1
2000-06-17,Romania,Portugal,-16.0,1500.0,1516.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,0.5,0.2,0,2,1,0
2000-06-17,Haiti,Honduras,-19.335707406478377,1528.6095544681875,1547.945261874666,0.5714285714285714,0.14285714285714285,3.142857142857143,1.2857142857142858,0.8,0.0,2.2,0.4,0.0,0.0,1,1,0,0
2000-06-17,England,Germany,-16.0,1484.0,1500.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,0.5,0.2,0,2,1,2
2000-06-17,Madagascar,DR Congo,-17.46950152897557,1498.5304984710244,1516.0,0.5,0.0,1.0,0.5,0.5,0.5,5.0,1.0,0.5,0.2,0,1,0,2
2000-06-18,Angola,Zambia,0.0,1530.5304984710244,1530.5304984710244,1.0,0.0,4.0,0.5,1.0,0.0,1.0,0.0,0.5,0.2,0,1,0,2
2000-06-18,Guatemala,Antigua and Barbuda,25.63499878785501,1515.6208919875783,1489.9858931997233,0.4,0.4,0.8,0.6,0.2,0.4,0.6,1.4,1.0,0.0,1,1,0,2
2000-06-18,Ivory Coast,Tunisia,-14.53049847102443,1516.0,1530.5304984710244,0.5,0.5,2.0,1.0,1.0,0.0,2.5,0.5,0.5,0.2,0,1,0,1
2000-06-18,Libya,Cameroon,-32.0,1498.5304984710244,1530.5304984710244,0.5,0.0,2.0,1.5,1.0,0.0,3.0,0.0,0.5,0.2,0,1,0,0
2000-06-18,Norway,Serbia,16.0,1516.0,1500.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.5,0.2,0,2,1,0
2000-06-18,Slovenia,Spain,16.0,1500.0,1484.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.5,0.2,0,2,1,0
2000-06-18,Sudan,Liberia,-16.0,1498.5304984710244,1514.5304984710244,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.2,0,1,0,2
2000-06-19,Italy,Sweden,48.0,1532.0,1484.0,1.0,0.0,2.0,0.5,0.0,0.5,0.5,1.0,0.5,0.2,0,2,1,2
2000-06-19,Belgium,Turkey,16.0,1500.0,1484.0,0.5,0.0,1.0,1.5,0.0,0.5,0.5,1.0,0.5,0.2,0,2,0,0
2000-06-20,England,Romania,16.0,1500.736306793522,1484.736306793522,0.5,0.0,1.5,1.5,0.0,0.5,0.5,1.0,0.5,0.2,0,2,1,0
2000-06-20,Portugal,Germany,48.0,1531.263693206478,1483.263693206478,1.0,0.0,2.0,1.0,0.0,0.5,0.5,1.0,0.5,0.2,0,2,1,2
2000-06-21,Slovenia,Norway,-16.0,1483.263693206478,1499.263693206478,0.0,0.5,2.0,2.5,0.5,0.0,0.5,0.5,0.5,0.2,0,2,1,1
2000-06-21,Serbia,Spain,16.0,1516.736306793522,1500.736306793522,0.5,0.5,2.0,1.5,0.5,0.0,1.0,1.0,0.5,0.2,0,2,1,0
2000-06-21,Netherlands,France,0.0,1530.5304984710244,1530.5304984710244,1.0,0.0,2.0,0.0,1.0,0.0,2.5,0.5,0.5,0.2,0,2,0,2
2000-06-21,Denmark,Czech Republic,0.0,1469.4695015289756,1469.4695015289756,0.0,0.0,0.0,3.0,0.0,0.0,0.5,1.5,0.5,0.2,0,2,1,0
2000-06-24,Italy,Romania,44.3308618726785,1545.8034754597227,1501.4726135870442,1.0,0.0,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.5,0.2,0,2,1,2
2000-06-24,Turkey,Portugal,-44.3308618726785,1500.736306793522,1545.0671686662006,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,2.3333333333333335,0.6666666666666666,0.5,0.2,0,2,1,0
